ImpressionID,CampaignName,AdvertiserName,PublisherName,AdFormat,DeviceType,EventTime,EventType,Revenue,Cost,PixelFired,CreativeID
SIMP2005366,Retargeting,Adverto,FashionMag,banner,Mobile,2024-03-18 01:48:10.248179,impression,0.0,0.7146,N,CR9155
SIMP2005367,Retargeting,OmniAds,MovieHub,richmedia,Mobile,2024-09-15 13:51:07.248179,impression,0.0,1.8211,N,CR4595
SIMP2005368,BrandAwareness,Acme Corp,TechForum,richmedia,Mobile,2025-08-22 11:48:21.248179,impression,0.0,0.7653,Y,CR1086
SIMP2005369,Holiday Promo,Adverto,SportsDaily,interstitial,Desktop,2025-03-21 03:29:32.248179,impression,0.0,1.8561,N,CR6529
SIMP2005370,Summer_Sale,Innotech,TechForum,interstitial,Desktop,2024-02-10 18:31:34.248179,impression,0.0,0.0357,N,CR9009
SIMP2005371,AppInstall,Marketify,TechForum,video,Mobile,2025-09-11 03:11:58.248179,impression,0.0,0.0527,Y,CR1907
SIMP2005372,AppInstall,Acme Corp,SportsDaily,interstitial,Desktop,2023-11-29 06:47:26.248179,impression,0.0,1.3827,Y,CR8381
SIMP2005373,Holiday Promo,Adverto,TechForum,native,Desktop,2024-02-08 02:57:58.248179,impression,0.0,0.0517,Y,CR6289
SIMP2005374,BrandAwareness,Adverto,SportsDaily,banner,Desktop,2025-03-15 00:28:12.248179,impression,0.0,1.9285,N,CR4299
SIMP2005375,BrandAwareness ,BlueSky,SportsDaily,interstitial,Mobile,2024-09-11 10:28:38.248179,impression,0.0,0.627,N,CR8801
SIMP2005376,Holiday Promo,Innotech,CookingBlog,native,Mobile,2024-07-27 20:13:41.248179,impression,0.0,0.8871,Y,CR3554
SIMP2005377,AppInstall,Adverto,TechForum,richmedia,Desktop,2024-04-17 02:37:05.248179,impression,0.0,1.5136,N,CR7300
SIMP2005378,Holiday Promo,Acme Corp,MovieHub,richmedia,Mobile,2023-11-26 09:05:10.248179,impression,0.0,0.1404,N,CR7595
SIMP2005379,Video_Boost,Adverto,NewsToday,richmedia,Tablet,2025-09-11 12:50:24.248179,click,23.83,1.5518,N,CR9425
SIMP2005380,Retargeting,Marketify,FashionMag,interstitial,Desktop,2025-10-03 08:58:30.248179,click,36.25,1.7977,N,CR2116
SIMP2005381,BrandAwareness,Marketify,NewsToday,richmedia,Tablet,2025-01-02 14:38:00.248179,impression,0.0,1.7448,Y,CR6329
SIMP2005382,Retargeting,BlueSky,TechForum,native,Tablet,2025-01-29 10:36:48.248179,impression,0.0,0.6314,Y,CR1938
SIMP2005383,AppInstall,Acme Corp,TechForum,video,Tablet,2024-12-16 18:13:18.248179,click,8.27,0.6636,N,CR5991
SIMP2005384,Holiday Promo,Marketify,FashionMag,banner,Desktop,2024-09-05 18:47:41.248179,impression,0.0,1.3714,N,CR5647
SIMP2005385,Summer_Sale,OmniAds,NewsToday,banner,Tablet,2025-01-02 23:59:47.248179,impression,0.0,0.0007,Y,CR2808
SIMP2005386,Holiday Promo ,Acme Corp,SportsDaily,interstitial,Desktop,2025-04-13 04:30:28.248179,impression,0.0,1.0144,Y,CR1618
SIMP2005387,Summer_Sale,BlueSky,SportsDaily,native,Desktop,2025-08-23 11:08:43.248179,click,31.69,1.9141,N,CR1014
SIMP2005388,NewLaunch,Marketify,SportsDaily,native,Desktop,2024-08-24 14:38:39.248179,impression,0.0,0.3802,Y,CR8435
SIMP2005389,AppInstall,Innotech,NewsToday,banner,Mobile,2024-11-24 03:28:55.248179,impression,0.0,0.2006,Y,CR5834
SIMP2005390,Summer_Sale,Acme Corp,FashionMag,banner,Mobile,2025-09-25 04:14:58.248179,impression,0.0,0.4307,N,CR3853
SIMP2005391,Video_Boost,Globex,MovieHub,video,Mobile,2024-11-25 21:47:04.248179,click,34.63,1.0117,N,CR1926
SIMP2005392,AppInstall,Marketify,SportsDaily,interstitial,Desktop,2025-09-17 13:26:27.248179,impression,0.0,0.7923,Y,CR2039
SIMP2005393,BrandAwareness,Marketify,NewsToday,richmedia,Tablet,2023-11-12 17:48:54.248179,impression,0.0,1.9009,Y,CR7275
SIMP2005394,Summer_Sale,Innotech,NewsToday,native,Tablet,2024-08-21 19:43:41.248179,impression,0.0,0.7298,N,CR3034
SIMP2005395,Video_Boost ,BlueSky,NewsToday,native,Desktop,2024-04-15 14:25:08.248179,click,9.89,0.1483,Y,CR3929
SIMP2005396,NewLaunch ,Adverto,NewsToday,richmedia,Tablet,2025-04-04 17:26:44.248179,impression,0.0,1.5391,N,CR3170
SIMP2005397,NewLaunch,BlueSky,TechForum,richmedia,Tablet,2025-02-13 12:26:28.248179,impression,0.0,1.4904,N,CR1439
SIMP2005398,Summer_Sale,Innotech,CookingBlog,banner,Desktop,2024-01-27 05:04:30.248179,click,43.15,1.8948,N,CR4429
SIMP2005399,AppInstall,Acme Corp,NewsToday,video,Desktop,2024-04-02 03:25:45.248179,impression,0.0,1.2531,Y,CR7682
SIMP2005400,Video_Boost,Marketify,NewsToday,richmedia,Tablet,2023-11-08 03:16:50.248179,impression,0.0,1.8823,N,CR3826
SIMP2005401,NewLaunch,Marketify,CookingBlog,richmedia,Mobile,2023-12-24 13:31:06.248179,impression,0.0,0.3742,N,CR5329
SIMP2005402,Retargeting,Acme Corp,NewsToday,interstitial,Desktop,2024-01-18 10:30:23.248179,impression,0.0,0.0524,N,CR9884
SIMP2005403,Retargeting,Innotech,CookingBlog,native,Tablet,2024-02-16 23:25:30.248179,impression,0.0,0.6777,Y,CR4808
SIMP2005404,AppInstall,Adverto,SportsDaily,interstitial,Mobile,2024-12-10 17:56:46.248179,impression,0.0,1.8997,Y,CR6193
SIMP2005405,Prospect_Camp,Globex,SportsDaily,video,Tablet,2024-04-15 01:11:06.248179,impression,0.0,0.5671,Y,CR8138
SIMP2005406,Holiday Promo,Adverto,NewsToday,native,Tablet,2025-09-09 00:37:11.248179,impression,0.0,0.7963,Y,CR7874
SIMP2005407,BrandAwareness,Acme Corp,TechForum,native,Tablet,2025-06-14 00:34:55.248179,impression,0.0,1.2522,N,CR8375
SIMP2005408,Video_Boost,OmniAds,SportsDaily,video,Tablet,2023-11-10 07:39:21.248179,impression,0.0,0.5241,Y,CR5539
SIMP2005409,Retargeting,Adverto,SportsDaily,richmedia,Mobile,2024-10-26 22:03:47.248179,impression,0.0,1.8326,N,CR3762
SIMP2005410,Prospect_Camp,BlueSky,TechForum,video,Tablet,2024-10-21 05:22:45.248179,impression,0.0,1.1083,Y,CR7664
SIMP2005411,Prospect_Camp ,Marketify,SportsDaily,interstitial,Desktop,2025-04-09 17:53:27.248179,impression,0.0,1.6852,Y,CR2017
SIMP2005412,Video_Boost ,Acme Corp,FashionMag,richmedia,Tablet,2024-12-23 07:13:20.248179,impression,0.0,0.5273,Y,CR6074
SIMP2005413,Prospect_Camp,Adverto,NewsToday,interstitial,Desktop,2024-07-01 19:11:59.248179,click,42.69,0.8441,Y,CR1054
SIMP2005414,Summer_Sale,Globex,NewsToday,interstitial,Mobile,2025-06-01 11:41:23.248179,impression,0.0,1.6125,N,CR9965
SIMP2005415,Prospect_Camp,Adverto,FashionMag,video,Desktop,2024-07-26 17:44:12.248179,impression,0.0,0.5929,Y,CR1349
SIMP2005416,Prospect_Camp,Globex,TechForum,banner,Desktop,2024-08-27 12:14:51.248179,click,22.61,0.9161,Y,CR6200
SIMP2005417,BrandAwareness,Globex,SportsDaily,banner,Mobile,2025-09-25 10:57:34.248179,impression,0.0,1.8361,Y,CR9296
SIMP2005418,Holiday Promo,OmniAds,NewsToday,video,Desktop,2025-08-23 13:44:07.248179,impression,0.0,1.8032,N,CR1617
SIMP2005419,Retargeting ,Acme Corp,FashionMag,native,Tablet,2024-07-12 18:11:38.248179,conversion,6.6,0.4175,Y,CR9111
SIMP2005420,Summer_Sale,BlueSky,TechForum,native,Tablet,2025-02-24 02:33:18.248179,conversion,18.81,0.6298,N,CR7392
SIMP2005421,Video_Boost,Innotech,MovieHub,video,Mobile,2024-06-14 04:22:16.248179,impression,0.0,1.8295,N,CR1496
SIMP2005422,BrandAwareness,Adverto,FashionMag,video,Desktop,2024-11-10 21:43:00.248179,impression,0.0,0.4586,Y,CR9004
SIMP2005423,Prospect_Camp,Acme Corp,CookingBlog,interstitial,Tablet,2025-02-22 01:40:08.248179,click,47.89,0.0329,N,CR4899
SIMP2005424,Prospect_Camp,Innotech,SportsDaily,richmedia,Mobile,2024-11-06 20:53:21.248179,impression,0.0,0.6247,N,CR5776
SIMP2005425,Prospect_Camp,Marketify,NewsToday,native,Tablet,2024-08-06 22:47:30.248179,impression,0.0,1.5937,Y,CR9238
SIMP2005426,AppInstall,Marketify,SportsDaily,richmedia,Mobile,2024-08-04 01:09:28.248179,impression,0.0,0.7496,N,CR2010
SIMP2005427,Retargeting,Globex,NewsToday,interstitial,Tablet,2025-04-03 06:14:52.248179,impression,0.0,1.1887,N,CR7022
SIMP2005428,Holiday Promo,BlueSky,CookingBlog,video,Desktop,2024-09-10 19:36:00.248179,click,1.65,0.6134,Y,CR8729
SIMP2005429,BrandAwareness,Acme Corp,TechForum,video,Tablet,2024-05-09 01:04:55.248179,impression,0.0,0.6815,N,CR9129
SIMP2005430,BrandAwareness,Adverto,TechForum,banner,Desktop,2024-05-19 22:53:37.248179,click,5.36,0.3088,Y,CR6262
SIMP2005431,Retargeting,Marketify,CookingBlog,video,Tablet,2025-08-10 16:27:54.248179,click,9.57,0.824,Y,CR8903
SIMP2005432,AppInstall,Innotech,SportsDaily,banner,Tablet,2025-06-07 16:18:09.248179,click,5.12,0.6431,N,CR4302
SIMP2005433,Prospect_Camp,Acme Corp,FashionMag,video,Mobile,2025-06-13 17:27:19.248179,impression,0.0,1.5042,Y,CR8572
SIMP2005434,Retargeting,Acme Corp,CookingBlog,banner,Mobile,2023-11-21 13:47:12.248179,impression,0.0,1.8669,N,CR3175
SIMP2005435,BrandAwareness,Globex,FashionMag,native,Mobile,2025-10-23 02:03:48.248179,impression,0.0,1.4833,N,CR6848
SIMP2005436,Summer_Sale ,Acme Corp,CookingBlog,native,Mobile,2025-01-07 01:35:25.248179,impression,0.0,1.0085,N,CR8147
SIMP2005437,Summer_Sale,Acme Corp,TechForum,banner,Desktop,2024-09-14 17:34:28.248179,click,18.77,0.382,Y,CR7927
SIMP2005438,Holiday Promo,Marketify,FashionMag,banner,Mobile,2025-03-07 21:27:42.248179,impression,0.0,1.9183,Y,CR6921
SIMP2005439,Holiday Promo,Innotech,TechForum,banner,Mobile,2025-02-18 00:21:03.248179,impression,0.0,1.2491,Y,CR7262
SIMP2005440,Retargeting,Acme Corp,SportsDaily,banner,Tablet,2024-12-27 08:07:23.248179,click,9.11,1.1405,Y,CR9438
SIMP2005441,Holiday Promo ,Innotech,FashionMag,banner,Desktop,2024-11-05 13:25:03.248179,impression,0.0,1.2523,N,CR9144
SIMP2005442,Summer_Sale,Marketify,SportsDaily,richmedia,Desktop,2025-05-12 03:42:34.248179,impression,0.0,1.9662,Y,CR6804
SIMP2005443,Retargeting,Innotech,NewsToday,video,Tablet,2024-09-22 13:03:17.248179,impression,0.0,0.4074,N,CR2788
SIMP2005444,Prospect_Camp,Marketify,NewsToday,native,Mobile,2025-01-27 07:11:36.248179,click,1.3,0.3556,N,CR4164
SIMP2005445,NewLaunch,Adverto,FashionMag,richmedia,Mobile,2024-03-24 22:45:05.248179,impression,0.0,1.834,N,CR4341
SIMP2005446,NewLaunch ,Globex,SportsDaily,native,Mobile,2025-07-21 07:03:11.248179,impression,0.0,0.0603,N,CR4302
SIMP2005447,BrandAwareness,Acme Corp,NewsToday,native,Mobile,2024-11-07 08:16:06.248179,impression,0.0,1.2578,Y,CR8472
SIMP2005448,Holiday Promo,Globex,CookingBlog,video,Tablet,2024-11-30 18:16:09.248179,impression,0.0,0.5313,N,CR3328
SIMP2005449,Holiday Promo,Adverto,FashionMag,banner,Desktop,2025-08-17 01:41:51.248179,click,12.97,0.258,Y,CR9636
SIMP2005450,AppInstall,Innotech,TechForum,native,Desktop,2024-08-11 22:30:56.248179,impression,0.0,0.0253,Y,CR5594
SIMP2005451,Holiday Promo,Adverto,SportsDaily,banner,Tablet,2024-06-28 07:06:47.248179,click,46.16,1.5607,Y,CR4121
SIMP2005452,Retargeting,Acme Corp,CookingBlog,native,Mobile,2025-02-25 15:40:10.248179,impression,0.0,1.7655,Y,CR9921
SIMP2005453,NewLaunch ,Marketify,TechForum,richmedia,Mobile,2025-07-25 03:50:59.248179,impression,0.0,1.6284,N,CR9862
SIMP2005454,Retargeting,BlueSky,TechForum,interstitial,Mobile,2024-02-18 07:39:26.248179,impression,0.0,0.8446,N,CR2833
SIMP2005455,Prospect_Camp,Globex,MovieHub,video,Tablet,2025-10-27 15:52:37.248179,impression,0.0,1.108,Y,CR2458
SIMP2005456,Prospect_Camp,Adverto,SportsDaily,richmedia,Tablet,2025-05-31 09:19:51.248179,impression,0.0,0.3023,N,CR4058
SIMP2005457,AppInstall,Adverto,SportsDaily,richmedia,Desktop,2025-10-01 10:10:31.248179,impression,0.0,0.7481,N,CR7864
SIMP2005458,NewLaunch,Acme Corp,TechForum,video,Desktop,2024-11-16 02:37:57.248179,impression,0.0,1.9491,Y,CR8862
SIMP2005459,NewLaunch,Marketify,CookingBlog,banner,Tablet,2025-05-01 03:57:22.248179,impression,0.0,1.5514,Y,CR4161
SIMP2005460,BrandAwareness,Innotech,SportsDaily,video,Desktop,2024-07-23 19:05:01.248179,click,42.87,1.8361,N,CR2748
SIMP2005461,Summer_Sale,BlueSky,TechForum,native,Desktop,2025-01-01 11:22:10.248179,impression,0.0,0.4222,Y,CR8799
SIMP2005462,Video_Boost,Acme Corp,TechForum,richmedia,Tablet,2025-04-25 21:19:03.248179,impression,0.0,1.7519,N,CR5519
SIMP2005463,Summer_Sale,Marketify,SportsDaily,video,Mobile,2025-01-09 08:59:36.248179,impression,0.0,1.2234,N,CR9275
SIMP2005464,Holiday Promo ,OmniAds,TechForum,richmedia,Desktop,2024-01-07 15:07:57.248179,impression,0.0,1.7018,N,CR1477
SIMP2005465,NewLaunch,Globex,SportsDaily,interstitial,Desktop,2024-03-11 09:12:47.248179,impression,0.0,0.1142,N,CR6543
SIMP2005466,Prospect_Camp,Acme Corp,TechForum,richmedia,Tablet,2024-01-26 20:36:02.248179,impression,0.0,1.2005,Y,CR5441
SIMP2005467,Video_Boost ,BlueSky,TechForum,banner,Mobile,2025-05-05 11:10:23.248179,impression,0.0,1.8058,N,CR6674
SIMP2005468,Video_Boost,BlueSky,TechForum,native,Mobile,2024-11-25 07:35:53.248179,click,20.49,0.5364,N,CR3781
SIMP2005469,AppInstall,Marketify,FashionMag,video,Tablet,2025-04-09 12:13:07.248179,impression,0.0,0.3666,N,CR3274
SIMP2005470,Retargeting,Innotech,TechForum,native,Tablet,2024-04-10 23:06:36.248179,impression,0.0,0.6566,Y,CR9554
SIMP2005471,Summer_Sale,Marketify,TechForum,interstitial,Tablet,2023-12-15 14:23:11.248179,impression,0.0,0.6348,Y,CR5919
SIMP2005472,Retargeting,Adverto,CookingBlog,banner,Tablet,2024-03-03 02:44:48.248179,impression,0.0,0.1779,Y,CR3056
SIMP2005473,NewLaunch,Globex,NewsToday,interstitial,Tablet,2024-08-31 11:21:15.248179,impression,0.0,0.3636,Y,CR6603
SIMP2005474,Summer_Sale,BlueSky,SportsDaily,interstitial,Tablet,2025-04-19 00:55:21.248179,conversion,26.14,1.329,N,CR5645
SIMP2005475,Retargeting,Innotech,TechForum,richmedia,Mobile,2024-08-20 20:33:33.248179,impression,0.0,0.8382,N,CR5027
SIMP2005476,Video_Boost,Adverto,MovieHub,native,Desktop,2025-07-04 14:18:33.248179,impression,0.0,0.2106,N,CR3944
SIMP2005477,Retargeting,Innotech,SportsDaily,video,Tablet,2025-08-16 14:51:31.248179,click,10.93,1.6675,N,CR4203
SIMP2005478,Summer_Sale,BlueSky,NewsToday,banner,Desktop,2024-11-02 06:49:06.248179,impression,0.0,1.9382,Y,CR1010
SIMP2005479,BrandAwareness,OmniAds,CookingBlog,richmedia,Desktop,2024-05-05 04:59:03.248179,impression,0.0,0.9858,Y,CR6773
SIMP2005480,BrandAwareness ,Acme Corp,NewsToday,native,Desktop,2025-10-29 17:34:34.248179,impression,0.0,0.1902,N,CR7875
SIMP2005481,BrandAwareness,Adverto,TechForum,richmedia,Tablet,2024-04-08 18:10:44.248179,impression,0.0,0.8715,Y,CR6824
SIMP2005482,Video_Boost ,OmniAds,CookingBlog,native,Mobile,2025-01-17 10:04:15.248179,impression,0.0,1.2292,Y,CR7703
SIMP2005483,Retargeting,Marketify,TechForum,interstitial,Mobile,2025-08-09 23:31:19.248179,impression,0.0,1.8479,N,CR5396
SIMP2005484,Holiday Promo,BlueSky,TechForum,richmedia,Tablet,2024-07-30 10:37:32.248179,impression,0.0,0.9384,N,CR3639
SIMP2005485,Video_Boost,BlueSky,SportsDaily,native,Tablet,2025-06-02 22:48:51.248179,impression,0.0,0.9001,Y,CR9030
SIMP2005486,Summer_Sale,Adverto,FashionMag,banner,Tablet,2024-12-29 06:02:52.248179,impression,0.0,1.8224,N,CR4567
SIMP2005487,Retargeting,Marketify,CookingBlog,richmedia,Tablet,2024-11-23 12:14:46.248179,impression,0.0,1.7891,N,CR3613
SIMP2005488,Retargeting,Globex,SportsDaily,richmedia,Tablet,2024-02-23 16:33:18.248179,impression,0.0,1.0798,N,CR5875
SIMP2005489,Holiday Promo ,Marketify,CookingBlog,richmedia,Desktop,2024-01-22 07:32:50.248179,impression,0.0,0.4718,N,CR6675
SIMP2005490,BrandAwareness,Adverto,SportsDaily,video,Desktop,2023-11-29 13:44:24.248179,impression,0.0,0.4646,N,CR2790
SIMP2005491,Retargeting,BlueSky,MovieHub,interstitial,Desktop,2024-10-01 06:47:43.248179,click,33.65,0.1659,N,CR4923
SIMP2005492,Retargeting,Acme Corp,MovieHub,native,Mobile,2025-07-14 02:58:41.248179,impression,0.0,1.5995,Y,CR5873
SIMP2005493,NewLaunch,Globex,CookingBlog,richmedia,Tablet,2024-07-31 12:16:17.248179,impression,0.0,0.6896,N,CR8904
SIMP2005494,Holiday Promo,OmniAds,CookingBlog,video,Desktop,2024-09-05 14:46:15.248179,impression,0.0,0.9961,Y,CR2888
SIMP2005495,Video_Boost,Acme Corp,FashionMag,interstitial,Tablet,2024-07-15 04:44:00.248179,impression,0.0,1.9881,N,CR5482
SIMP2005496,Video_Boost,Globex,NewsToday,banner,Mobile,2025-10-01 16:46:31.248179,impression,0.0,0.4802,Y,CR3151
SIMP2005497,BrandAwareness,Acme Corp,SportsDaily,native,Desktop,2024-07-02 15:47:21.248179,impression,0.0,0.7888,N,CR9257
SIMP2005498,AppInstall,Innotech,TechForum,richmedia,Tablet,2025-02-11 02:21:40.248179,impression,0.0,0.1475,Y,CR6348
SIMP2005499,Video_Boost,Marketify,TechForum,video,Mobile,2024-08-10 10:28:48.248179,impression,0.0,0.458,Y,CR5139
SIMP2005500,Prospect_Camp ,Innotech,NewsToday,richmedia,Tablet,2024-01-15 23:18:58.248179,click,44.81,0.7711,N,CR2165
SIMP2005501,Retargeting,Marketify,TechForum,native,Tablet,2025-06-24 00:56:34.248179,impression,0.0,1.7575,Y,CR6340
SIMP2005502,BrandAwareness,Innotech,SportsDaily,richmedia,Desktop,2024-07-24 05:34:22.248179,impression,0.0,0.5021,Y,CR2340
SIMP2005503,Prospect_Camp ,Marketify,FashionMag,banner,Mobile,2025-02-03 07:43:04.248179,impression,0.0,1.0932,N,CR9976
SIMP2005504,Summer_Sale ,Globex,FashionMag,richmedia,Desktop,2025-04-19 07:23:21.248179,click,33.61,0.4567,Y,CR7257
SIMP2005505,NewLaunch,Marketify,NewsToday,native,Desktop,2025-01-01 11:14:58.248179,click,34.73,0.5004,N,CR7593
SIMP2005506,Holiday Promo,Acme Corp,FashionMag,richmedia,Tablet,2025-04-01 20:31:57.248179,click,27.16,1.7742,Y,CR9095
SIMP2005507,Holiday Promo,Marketify,SportsDaily,richmedia,Desktop,2025-01-02 07:24:52.248179,impression,0.0,1.9126,Y,CR5904
SIMP2005508,NewLaunch,Marketify,SportsDaily,native,Mobile,2024-05-01 20:26:07.248179,impression,0.0,0.2756,N,CR9156
SIMP2005509,AppInstall,Globex,MovieHub,native,Tablet,2025-02-01 07:36:12.248179,click,28.36,0.1588,N,CR2143
SIMP2005510,Video_Boost,BlueSky,CookingBlog,banner,Mobile,2025-05-07 12:35:40.248179,click,46.04,1.8258,N,CR1362
SIMP2005511,BrandAwareness ,Globex,SportsDaily,interstitial,Desktop,2024-11-26 02:24:38.248179,impression,0.0,1.6799,N,CR5604
SIMP2005512,Holiday Promo,OmniAds,FashionMag,banner,Mobile,2024-01-19 10:59:57.248179,impression,0.0,0.7819,Y,CR8369
SIMP2005513,Prospect_Camp,Marketify,CookingBlog,interstitial,Desktop,2024-06-20 11:03:19.248179,impression,0.0,0.0681,Y,CR6084
SIMP2005514,Video_Boost,Globex,FashionMag,richmedia,Mobile,2024-01-03 20:22:30.248179,impression,0.0,0.971,N,CR5295
SIMP2005515,Video_Boost,Acme Corp,TechForum,video,Tablet,2025-02-15 10:00:44.248179,impression,0.0,0.4951,N,CR8404
SIMP2005516,BrandAwareness,OmniAds,SportsDaily,banner,Desktop,2024-12-04 12:42:48.248179,impression,0.0,1.4572,Y,CR6462
SIMP2005517,Video_Boost,Acme Corp,SportsDaily,interstitial,Tablet,2024-09-03 05:19:10.248179,impression,0.0,0.2526,N,CR3852
SIMP2005518,Video_Boost,BlueSky,CookingBlog,richmedia,Mobile,2024-01-15 21:11:56.248179,click,11.79,0.3231,Y,CR4515
SIMP2005519,Retargeting ,Globex,TechForum,video,Tablet,2025-03-17 02:07:54.248179,impression,0.0,0.0762,Y,CR7234
SIMP2005520,NewLaunch,OmniAds,FashionMag,banner,Desktop,2024-12-08 19:07:30.248179,click,19.59,1.2263,N,CR1396
SIMP2005521,Retargeting,Innotech,FashionMag,richmedia,Tablet,2024-12-28 21:03:25.248179,impression,0.0,0.0328,N,CR7580
SIMP2005522,Prospect_Camp,Adverto,SportsDaily,video,Mobile,2024-09-22 13:57:08.248179,impression,0.0,1.4981,Y,CR3405
SIMP2005523,AppInstall,OmniAds,FashionMag,richmedia,Desktop,2024-05-10 03:56:53.248179,impression,0.0,0.2725,N,CR1197
SIMP2005524,Prospect_Camp,BlueSky,TechForum,banner,Mobile,2024-04-17 11:55:52.248179,click,8.61,0.5779,Y,CR4213
SIMP2005525,Video_Boost,Innotech,MovieHub,interstitial,Tablet,2023-11-07 07:42:53.248179,impression,0.0,0.8126,N,CR2504
SIMP2005526,Prospect_Camp,Marketify,MovieHub,video,Mobile,2023-11-04 15:08:16.248179,impression,0.0,0.2768,Y,CR7167
SIMP2005527,Holiday Promo ,Innotech,FashionMag,native,Tablet,2024-02-10 11:09:56.248179,impression,0.0,0.1355,Y,CR3018
SIMP2005528,Holiday Promo,Marketify,CookingBlog,interstitial,Mobile,2023-11-30 21:55:34.248179,impression,0.0,1.6821,N,CR2136
SIMP2005529,Summer_Sale,OmniAds,TechForum,richmedia,Desktop,2024-02-26 09:21:10.248179,impression,0.0,0.4149,N,CR6930
SIMP2005530,BrandAwareness ,Globex,FashionMag,banner,Desktop,2023-11-24 09:37:17.248179,impression,0.0,0.3315,N,CR1753
SIMP2005531,Retargeting,Innotech,NewsToday,interstitial,Mobile,2025-10-12 07:35:00.248179,impression,0.0,1.8672,N,CR5617
SIMP2005532,Prospect_Camp,Acme Corp,CookingBlog,interstitial,Tablet,2025-07-14 02:16:59.248179,impression,0.0,1.6253,Y,CR2562
SIMP2005533,BrandAwareness,Marketify,TechForum,video,Mobile,2024-04-04 05:23:52.248179,impression,0.0,0.9299,N,CR9425
SIMP2005534,Holiday Promo,OmniAds,CookingBlog,richmedia,Tablet,2024-01-16 18:40:17.248179,impression,0.0,1.8378,N,CR4997
SIMP2005535,Video_Boost,Innotech,SportsDaily,interstitial,Desktop,2025-10-02 10:53:37.248179,conversion,13.77,0.6114,N,CR4897
SIMP2005536,Prospect_Camp,Globex,FashionMag,banner,Tablet,2025-04-30 21:20:19.248179,impression,0.0,0.6804,N,CR4959
SIMP2005537,Retargeting,BlueSky,TechForum,native,Tablet,2023-11-14 05:41:27.248179,impression,0.0,0.4311,Y,CR4559
SIMP2005538,AppInstall,Marketify,CookingBlog,native,Tablet,2025-06-21 07:22:41.248179,impression,0.0,1.4808,N,CR8507
SIMP2005539,NewLaunch,Acme Corp,CookingBlog,native,Desktop,2025-03-25 22:08:11.248179,impression,0.0,0.5072,Y,CR4835
SIMP2005540,Retargeting,Adverto,TechForum,banner,Tablet,2024-07-14 05:47:47.248179,impression,0.0,1.1549,N,CR7778
SIMP2005541,BrandAwareness,Adverto,SportsDaily,video,Desktop,2024-01-24 13:48:29.248179,impression,0.0,0.3549,Y,CR7959
SIMP2005542,BrandAwareness ,OmniAds,MovieHub,video,Mobile,2025-07-16 09:59:41.248179,conversion,12.66,1.3862,N,CR4845
SIMP2005543,AppInstall,Marketify,CookingBlog,richmedia,Desktop,2025-10-22 16:24:16.248179,click,18.5,0.0601,N,CR2314
SIMP2005544,Video_Boost,OmniAds,FashionMag,native,Desktop,2024-08-03 02:01:43.248179,conversion,15.96,1.6966,N,CR3011
SIMP2005545,AppInstall,OmniAds,SportsDaily,interstitial,Tablet,2024-01-26 10:15:12.248179,impression,0.0,1.3789,Y,CR7899
SIMP2005546,AppInstall,BlueSky,NewsToday,video,Tablet,2024-10-27 23:06:22.248179,impression,0.0,1.2743,Y,CR4174
SIMP2005547,NewLaunch,Adverto,FashionMag,video,Mobile,2024-04-23 11:12:07.248179,impression,0.0,1.439,N,CR8362
SIMP2005548,Summer_Sale ,Adverto,NewsToday,interstitial,Desktop,2024-07-13 13:26:44.248179,impression,0.0,0.7854,Y,CR1039
SIMP2005549,BrandAwareness,Globex,NewsToday,video,Tablet,2025-01-23 21:13:43.248179,impression,0.0,0.8257,Y,CR3942
SIMP2005550,Retargeting,Acme Corp,SportsDaily,video,Mobile,2023-11-30 15:34:52.248179,impression,0.0,1.9516,N,CR4533
SIMP2005551,BrandAwareness ,Globex,FashionMag,video,Mobile,2024-01-15 22:27:16.248179,impression,0.0,1.9326,Y,CR7438
SIMP2005552,AppInstall ,Marketify,SportsDaily,interstitial,Desktop,2025-07-07 13:20:26.248179,impression,0.0,0.3959,N,CR7409
SIMP2005553,Holiday Promo,BlueSky,MovieHub,interstitial,Tablet,2024-03-20 06:39:46.248179,impression,0.0,0.0899,Y,CR9625
SIMP2005554,Holiday Promo,Acme Corp,NewsToday,richmedia,Tablet,2025-05-30 03:02:27.248179,conversion,31.12,1.1551,Y,CR9330
SIMP2005555,Retargeting,Acme Corp,SportsDaily,banner,Desktop,2024-12-30 06:50:37.248179,impression,0.0,0.7602,Y,CR5240
SIMP2005556,Video_Boost,BlueSky,NewsToday,richmedia,Desktop,2024-01-27 18:22:54.248179,click,31.9,0.9851,N,CR2950
SIMP2005557,Video_Boost,Acme Corp,TechForum,banner,Mobile,2025-07-28 21:30:26.248179,impression,0.0,1.3944,N,CR2460
SIMP2005558,Prospect_Camp,OmniAds,TechForum,interstitial,Tablet,2025-05-24 12:48:09.248179,impression,0.0,0.1545,Y,CR9456
SIMP2005559,BrandAwareness,Adverto,TechForum,banner,Mobile,2024-04-25 23:25:24.248179,conversion,35.62,1.1035,Y,CR6005
SIMP2005560,NewLaunch,OmniAds,CookingBlog,richmedia,Desktop,2024-03-08 20:14:14.248179,impression,0.0,0.8134,Y,CR2970
SIMP2005561,Prospect_Camp,Globex,NewsToday,video,Tablet,2024-08-23 02:38:03.248179,impression,0.0,0.2482,Y,CR4101
